,Annotator1,Annotator2,Annotator3,label,text clean,index
4,1,1,1,1,se sospendono la serie a a tempo indeterminato 48 ore dopo lotito trova il vaccino,A1238
5,1,1,1,1,"coronavirus, il ministro speranza: “firmato accordo per 400 milioni di dosi del candidato vaccino di oxford pomezia” link",A651
18,1,1,1,1,"virus cina, scienziati usa al lavoro per vaccino link link",A1363
20,1,1,1,1,"coronavirus, ema possibile disponibilità vaccino in un anno - europa - link link",A642
25,1,1,1,1,"#vaccino #modernainc  l'annuncio, ovviamente, è stato premiato dai mercati finanziari e a wall street l'azienda biotecnologica  americana guadagna il 23,78% a 82,73 dollari. - see more at: link  #covid19",A434
26,1,1,1,1,user user ad oggi è già stato somministrato ad oltre 320 volontari e potrebbe essere disponibile già a dicembre. si accelerano i tempi per il vaccino anti-covid al quale sta lavorando lo jenner institute della oxford university con la partnership dell’azienda italiana advent-irbm di pomezi,A228
28,1,1,1,1,"trump vuole il vaccino per il coronavirus in esclusiva per gli usa, l’ira della germania: “sarà per tutto il mondo” #16marzo link",A1289
36,1,1,1,1,"che vi venga un colpo! ????????????????????????coronavirus, stampa tedesca: washington vuole l'esclusiva di un vaccino - rai news link",A568
42,1,1,1,1,il futuro secondo il virologo andrea crisanti (il vaccino non è certo) link,A915
46,1,1,1,1,"#coronavirus: pronta la mappa in 3d, utile a #farmaci e #vaccino è struttura di una delle armi del #virus user user user #ansascienza user link",A388
51,1,1,1,1,"a favore o contro, è falso che sperimentazioni di possibili vaccino o farmaco contro #coronavirus sono rallentate da legge italiana ""restrittiva"" su test animali. la realtà del decreto 26-2014 è altra. speculazioni anti animalisti le rispediamo al mittente link",A463
52,1,1,1,1,"da personaggio più odiato di germania per ragioni legate al suo hoffenheim, il magnate tedesco potrebbe trovare riscatto grazie al vaccino contro il coronavirus al quale lavora la sua casa farmaceutica. alla presunta offerta di trump ha risposto picche. link",A748
57,1,1,1,1,"coronavirus, la corsa al vaccino: 118 candidati, 10 in sperimentazione clinica link",A664
67,1,1,1,1,"coronavirus, qual è il vaccino annunciato dal ministro speranza che potrebbe arrivare a fine anno link",A680
70,1,1,1,1,"vaccino covid-19, accordo europeo: 'presto in italia 15 milioni di dosi' link",A1329
88,1,1,1,1,coronavirus ricciardi: “verso produzione del vaccino in italia in autunno le prime dosi” -  #coronavirus #ricciardi: #“verso  link,A612
100,1,1,1,1,"coronavirus, primo test di un vaccino su un essere umano. si lavora anche ai farmaci link",A677
104,1,1,1,1,coronavirus. liguori (irbm pomezia): lavoriamo per produrre presto vaccino link,A724
106,1,1,1,1,"vaccino, test in italia in estate link",A1354
111,1,1,1,1,"user speriamo solo quando troviamo il vaccino europeo, l'italia non lo vende in cina. l'italia ha venduto l'intero paese alla cina, il che causerà un problema all'intera ue.",A256
114,1,1,1,1,"burioni ma se prendiamo le cellule staminali di keith richards, mick jagger, steve tyler e della regina elisabetta, non ci viene un vaccino coi controcoglioni?",A554
138,1,1,1,1,user user user user user user_rezza user_brusaferro user_paren user pare però che il titolo anticorpale non sia sufficiente per dare immunizzazione da sars-cov2.,A200
139,1,1,1,1,"coronavirus: coletto, l'università di perugia ha competenze per vaccino link di user",A704
144,1,1,1,1,covid-19: parte negli usa sperimentazione #vaccino a mrna | #ecm link,A739
159,1,1,1,1,il ceo di pfizer: `il vaccino per il covid-19 può arrivare entro ottobre` - link link,A910
163,1,1,1,1,"vaccino, ecco perché non sarà per tutti. la sanofi ha già promesso le prime dosi agli usa link di user",A1352
165,1,1,1,1,sfida usa-germania sul vaccino e altre notizie interessanti link link,A1242
166,1,1,1,1,"virus, l'epidemiologo lopalco: «vaccino, 118 prototipi. oxford, usa e cina in testa» link",A1366
194,1,1,1,1,"vaccino, 400 milioni di dosi entro l’anno. l’europa sigla l’accordo con astrazeneca link",A1350
195,1,1,1,1,"""alla fase 2 ci penseremo dopo"" bisognerebbe pensarci ora, proporre un piano, discutere alternative, assumerci responsabilità.  che aspettiamo? contagi zero? morti zero? guariti&gt;contagi? il vaccino?  procrastinare vale quanto una decisione sbagliata. link",A17
199,1,1,1,1,"vaccino italiano, in autunno test sull’uomo. per quello di oxford altri 5mila volontari link",A1343
202,1,1,1,1,volano in borsa le aziende farmaceutiche che stanno studiando il vaccino - link link,A1368
206,1,1,1,1,"caos trump, chiede blocco del libro di bolton: poi lancia il vaccino link",A558
252,1,1,1,1,"italiani se pensate che #trump sia una merda a chiedere il vaccino in esclusiva per gli americani, ricordatevi che salvini è il suo equivalente italiano e che almeno il 30% di voi lo voterebbe.  la sagra degli stronzi.",A983
257,1,1,1,1,"user user user user sig.ra lorenzin per il vaccino se tutto va bene serviranno più del doppio dei mesi che lei ha pronosticato, infatti proprio stasera si parlava di almeno diciotto mesi.e poi con tutta sincerità penso che non sia il momento delle polemiche. ma ora si devono prendere decisioni forti",A127
276,1,1,1,1,"altro che fase 2, fase 3, lockdown e vaccino, il sindaco ha risposto alla vera domanda che angoscia i gaetani: “le luminarie? in questo momento non le farei. e poi perché no? può darsi pure che mi invento un modello di luminarie particolare, senza assembramenti”. user link",A497
281,1,1,1,1,"la gsk vaccines di siena, guidata dal professor rino rappuoli, entra nella corsa al #vaccino per il #coronavirus link",A1008
288,1,1,1,1,il vaccino italiano contro covid-19 link #pmi,A946
289,1,1,1,1,azienda farmaceutica usa annuncia: «pronti i test sull’uomo» link,A531
290,1,1,1,1,"coronavirus, meluzzi: 'porti chiusi altrimenti non c'è vaccino che tenga' link",A670
293,1,1,1,1,ci vorra' piu' di 1 anno per avere un vaccino per il covid-19! link di user,A577
295,1,1,1,1,vaccino covid-19: italia firma accordo per 400 milioni di dosi link via user,A1333
298,1,1,1,1,"covid_19: un vaccino uguale per tutti, in tutti i paesi link",A733
312,1,1,1,1,"#covid19; l’innovativo progetto di ricerca utilizza la tecnica della “reverse vaccinology 2.0” per isolare #anticorpi monoclonali umani da pazienti convalescenti o guariti, utili come cura, profilassi e per un futuro #vaccino link",A393
315,1,1,1,1,"#coronavirus, negli #usa oltre 35 mila casi #vaccino russo pronto in 11 mesi  #ansa #23marzo #covid19 link",A378
316,1,1,1,1,vaccino – ‘chadox1 ncov-19’ ecco il siero italo-inglese: da settembre i test sui pazienti -  #vaccino #‘chadox1 #ncov-19’ #siero  link,A1315
324,1,1,1,1,"coronavirus, il ‘vaccino-cerotto’ supera i test su animali ma ricciardi frena: pronto non prima di un anno - link link",A650
332,1,1,1,1,"""vaccino, il virus in gran bretagna sta scomparendo: mancano malati per test"" - link link",A43
334,1,1,1,1,"#rt user: #coronavirus, proposta choc: ""infettare persone sane per studi vaccino"" link link",A420
336,1,1,1,1,il governo tedesco il conferma quanto pubblicato oggi da user :lamministrazione trump ha cercato di comprare i virologi tedeschi che lavorano sul vaccino a tubinga e ha offerto ingenti somme in modo che fossero esclusive per gli stati uniti link,A918
340,1,1,1,1,come si distribuiranno le dosi del vaccino anti coronavirus? -  #distribuiranno #vaccino #coronavirus? link,A585
345,1,1,1,1,"germania, no vaccino obbligatorio link",A823
360,1,1,1,1,#allespertochiedo a che punto siamo con un eventuale vaccino? grazie,A352
380,1,1,1,1,"contro il coronavirus non manca solo il vaccino, manca la politica link",A600
392,1,1,1,1,"coronavirus, vaccino vicino. l'istituto migal di israele: «ora test in vivo e avvio produzione» link",A694
399,1,1,1,1,"#coronavirus, il farmacologo garattini: ‘il vaccino forse pronto per fine anno’ link #italia",A375
400,1,1,1,1,vaccino coronavirus: a che punto è la ricerca? la corsa all'oro | rep link user,A1328
403,1,1,1,1,coronavirus: almeno un anno per un vaccino pronto link,A702
409,1,1,1,1,"user “la tubercolosi (contro cui la vaccinazione, qualcuno ha sostenuto, renderebbe immuni al virus, ndr) temo non c’entri niente."" questo ha detto il prof. galli",A240
421,1,1,1,1,@_dajedepunta_ meno male. posso chiederti come funziona ora per:  - prenotazioni (sempre solo in presenza?) - attesa il giorno del vaccino (c’è gente nella saletta o per le scale o si riesce veramente a fare contingentato ingresso?),A61
423,1,1,1,1,azienda usa produce il primo vaccino sperimentale contro il coronavirus link,A532
425,1,1,1,1,"trump offre 1 mld $ ad un�azienda tedesca, la curevac, per avere in esclusiva per gli usa il brevetto di un vaccino contro il covid-19 in avanzata fase di sviluppo. il governo tedesco vuole che il vaccino resti in germania, per distribuirlo anche nel resto d�europa. #americafirst",A1287
427,1,1,1,1,"user quest'anno sono stati segnalati oltre 3 milioni di casi di influenza stagionale in più rispetto alla scorsa stagione, mi sembra un'enormità viste le campagne di vaccinazione: ci potrebbe essere in questo dato una gran parte di casi di coronavirus non diagnosticati?",A210
432,1,1,1,1,gli usa (e bill gates) in pole nella corsa al vaccino per il coronavirus link,A829
445,1,1,1,1,covid-19: cosa succederebbe se il #vaccino non uscisse mai? - #covid19 | link link,A737
464,1,1,1,1,"paolo ascierto (oncologo pascale di napoli): ""#coronavirus, un #vaccino non sarà pronto entro 10/12 mesi""  le interviste di user user.",A1139
472,1,1,1,1,"coronavirus: vaccino italiano, ok a test pre-clinici  link di user",A722
473,1,1,1,1,"coronavirus, in russia iniziate le sperimentazioni sul vaccino link",A658
486,1,1,1,1,per trovare un vaccino contro il coronavirus serve un nuovo “progetto manhattan” link,A1156
490,1,1,1,1,"vaccino pomezia-oxford, la gran bretagna prenota 30 milioni di dosi link",A1348
492,1,1,1,1,borrelli: 'a casa anche il 1° maggio? credo di sì. serviranno molte settimane'. guerra (oms): 'il vaccino nel primo trimestre del 2021'  link,A547
495,1,1,1,1,"#coronavirus, #speranza: “contratto con #astrazeneca per 400 milioni dosi #vaccino a europa”  link",A371
499,1,1,1,1,coronavirus: anche la russia inizia i test per un vaccino link,A703
507,1,1,1,1,ecco il piano di #bruxelles per un vaccino europeo link via user,A796
510,1,1,1,1,"coronavirus, di maio “consenso per proposta italiana su vaccino” link link",A639
512,1,1,1,1,#israele #polli #polmoniti #vaccino #coronavirus #mondooggi #telaviv #speranza #italia #cina il vaccino israeliano per il covid-19 link link,A404
526,1,1,1,1,"vaccino covid-19, speranza: “firmato contratto insieme a francia, germania e olanda"" link",A1332
528,1,1,1,1,cina. coronavirus: 910 i morti. testato vaccino sui topi link,A579
531,1,1,1,1,conte: “allo studio piano per riaperture omogenee. mascherine e distanziamento fino al vaccino. la app…” link link,A597
535,1,1,1,1,"la storia di moderna, l’azienda che ha sviluppato il primo vaccino in test per il coronavirus link via user",A1022
537,1,1,1,1,il coronavirus ha un nome: covid- 19. loms: «è una minaccia peggiore del terrorismo». vaccino pronto in 18 mesi -  #coronavirus #nome: #covid- #loms:  link,A911
540,1,1,1,1,coronavirus: due cure sperimentali. e l'attesa per il vaccino prof user secondo lei è attendibile ?  link,A706
541,1,1,1,1,"coronavirus,  il vaccino di oxford che arriverà anche in italia: ecco come funziona link",A615
542,1,1,1,1,"coronavirus, il vaccino-cerotto ha superato i test di laboratorio: potrebbe essere pronto fra 2 o tre mesi link",A655
543,1,1,1,1,"coronavirus, dalla germania frenano: `un vaccino potrebbe richiedere anni` link",A636
551,1,1,1,1,il ministro tedesco della sanit� ha confermato che #trump avrebbe offerto una cifra propositata alla #curevac per rendere il vaccino disponibile solo al mercato americano. � vero? user,A925
554,1,1,1,1,"vaccino oxford, entro l'estate sapremo se funziona contro il covid link",A1346
556,1,1,1,1,"scontro sul vaccino anti-covid, sanofi promette: prima agli usa link di user_finanza",A1227
563,1,1,1,1,coronavirus: il vaccino in un anno in poche settimane test sulluomo -  #coronavirus: #vaccino #poche  link,A715
564,1,1,1,1,inovio: il vaccino per il coronavirus finanziato da bill gates link,A971
567,1,1,1,1,entro fine anno disponibile il vaccino anti covid-19 link,A799
576,1,1,1,1,"coletto, ateneo ha competenze per vaccino - umbria - link link",A581
578,1,1,1,1,""" isolato il #coronavirus, la virologa dello spallanzani:  “vi racconto cosa significa e come procederemo adesso per il #vaccino” paolo russo link via user",A15
580,1,1,1,1,"sanità: si lavora su risorse, app immuni e vaccino link",A1223
584,1,1,1,1,creato un vaccino-cerotto contro il #coronavirus: bene i primi test sui topi. la university of pittsburgh school of medicine anticipa: il vaccino potrebbe entrare già entro un mese nei test clinici di fase i su individui. #covid19 #covid19italia,A742
592,1,1,1,1,il #coronavirus e la necessità della #sperimentazioneanimale. #vaccino #covid19  link di user,A896
594,1,1,1,1,"#moderna, chi finanzia la societ #usa che lavora al vaccino anti #coronavirus link di user",A414
602,1,1,1,1,"la guerra per il vaccino #covid19 si è scatenata: governi con  ""citizen first"", big-pharma pronte a incassare tre volte, per ricerca, sviluppo e distribuzione. tempo di cambiare le regole dei brevetti? oggi su user con user_eu  link",A1010
607,1,1,1,1,"#coronavirus, abrignani: “vaccino? almeno tra 2 – 3 anni” link #notizie #sapevatelo",A372
609,1,1,1,1,"il vaccino contro il coronavirus parla anche italiano, nel team di ricerca il barese andrea gambotto link di user",A940
615,1,1,1,1,la virologa ilaria capua: 'se questo virus si comporter come il raffreddore non servir un vaccino' link,A1023
617,1,1,1,1,al via la fase di sperimentazione clinica di un possibile vaccino contro il coronavirus negli stati uniti. - (associated press) #covid19 link,A490
636,1,1,1,1,"oms, per il vaccino ancora 12-18 mesi #spaziotransnazionale informa link",A1131
639,1,1,1,1,"ranieri guerra (oms): ""vaccino? se va bene entro il primo trimestre del 2021"" link",A1209
642,1,1,1,1,nicora: “in assenza di un vaccino usiamo il plasma” link,A1106
644,1,1,1,1,coronavirus: al via sperimentazione vaccino di 'takis' sui topi. in autunno sull' uomo link,A700
657,1,1,1,1,"coronavirus, ricciardi: '18 mesi per vaccino ma non prima, per certezza che non faccia male' link #coronavirus",A682
658,1,1,1,1,"coronavirus, speranza “accordo per 400 milioni di dosi di vaccino” link",A684
680,1,1,1,1,il paradosso degli scienziati di oxford: per mettere a punto il vaccino abbiamo bisogno di nuovi contagiati link,A929
682,1,1,1,1,"user user il vaccino per l'influenza stagionale contiene in parte ceppi virali dell'anno precedente più alcuni ceppi che ""potrebbero"" essere diffusi nell'anno in corso. il vaccino anti influenzale si basa quindi sia su virus pre-esistenti, sia su proiezioni. in questo caso si parte da 0.",A286
688,1,1,1,1,"coronavirus, stati uniti: oggi primo test di una dose di vaccino sperime... link di user",A686
690,1,1,1,1,"coronavirus, negli usa al via test sull'uomo per un vaccino link di user",A671
693,1,1,1,1,coronavirus: il furetto e' il candidato migliore per il vaccino - animali - link link,A708
694,1,1,1,1,"in assenza di un vaccino si usano diversi farmaci antivirali, come quelli che curano l#ebola e la #malaria. sabato scorso a #napoli a due pazienti  stato somministrato un farmaco anti-artrite, con buoni risultati. #coronavirus  link",A958
700,1,1,1,1,"coronavirus, al via da domani in inghilterra la sperimentazione del vaccino sull'uomo link",A622
702,1,1,1,1,"user non è cambiato nulla da marzo...non c'è il vaccino,non c'è una cura, non siamo arrivati a casi positivi 0 (in italia ce ne sono ancora 58.000 positivi che potrebbero contagiare altri...per non parlare degli asintomatici)...la fiducia agli italiano è stata data...ma... #movida",A138
713,1,1,1,1,|| news.flash || news | euronews rss - la pandemia di covid-19 accelera la sperimentazione del vaccino la pandemia di covid-19 accelera la sperimentazione del vaccino link link,A445
715,1,1,1,1,"vaccino, al via i test: prime dosi a settembre   link",A1351
739,1,1,1,1,"allarme fbi, cina vuole rubare vaccino",A493
751,1,1,1,1,state sereni il #vaccino non si fara' prima di 2 anni,A1261
753,1,1,1,1,"coronavirus, rezza di malattie infettive: ""per il vaccino ci vuole un anno, siamo pronti ma poi bisognerà provarlo"". quindi la rivelazione shock:""difficile dire quando ci sarà il picco.e' plausibile che il virus sia entrato nel lodigiano ancora prima del blocco dei voli da wuhan"" link",A681
756,1,1,1,1,"@_libellula70 una regola chiara sul distanziamento è l’unica salvezza. insieme ad una cura. se aspetti il vaccino resti a casa due anni. a nessuno piace la realtà, ma dovremo convivere col virus.",A64
765,1,1,1,1,"user user quello senz’altro!  non è cambiato molto rispetto a un mese fa’: non c’è un farmaco, il vaccino arriverà l’anno prossimo, gli ospedali sono pieni... per cui riaprire alla carlona è molto rischioso!",A93
770,1,1,1,1,"#coronavirus, patto commissione #ue - produttori per #vaccino. 2,4 miliardi per acquisti in anticipo con accesso garantito a farmaco #ansa link",A381
772,1,1,1,1,"covid-19, patto commissione ue-produttori per vaccino  link",A736
774,1,1,1,1,"coronavirus, il vaccino è un cerotto link via user",A654
780,1,1,1,1,4 paesi ue formano un’alleanza per il vaccino: c’è anche l’italia link via user_italia,A454
24,1,1,1,1,user per risolvere l'epidemia bisogna contenerla aldilà del vaccino e per farlo bisogna evitare i contagi di rientro.,A168
32,1,1,1,1,"#coronavirus, negli usa il primo #vaccino testato sull'uomo. somministrato ad un volontario di seattle, per validarlo ci vorr almeno un anno #emergenzacovid19 #ansa link",A379
34,1,1,1,1,il virus potrebbe restare in circolazione anche dopo la scoperta di un vaccino. dal liveblog di internazionale. link,A954
36,1,1,1,1,"#coronavirus, il presidente irbm di pomezia: «il #vaccino? già inviate a oxford centinaia di dosi per i test» link user",A376
42,1,1,1,1,user #blobscko mai abbassare la guardia... anche per il periodo dopo eventuale vaccino. per essere immuni ci vogliono dalle due alle tre settimane..... e non è detto che chi l'ha avuto resti immune per molto attenti,A137
52,1,1,1,1,“vaccino obbligatorio per over 65 anni”così zingaretti. sei d'accordo? forum link,A52
54,1,1,1,1,alleanza tra giganti per il vaccino antivirus link,A494
89,1,1,1,1,"coronavirus, oms: per vaccino dovremo attendere almeno 18 mesi link",A674
90,1,1,1,1,"vaccino anti-covid, italia in prima fila con 130 milioni. telefonata conte-gates link link",A1318
91,1,1,1,1,"x dare avvio agli anticorpi di fare il proprio lavoro ...vaccino per il covid-19 sintetizzato a pomezia, verrà sperimentato in uk link",A1372
100,1,1,1,1,"coronavirus: 229 i contagiati in italia, 7 le vittime | ricciardi (oms): due anni per il vaccino | conte: gestione di un ospedale fuori dai protocolli  #coronavirus link link",A698
109,1,1,1,1,"coronavirus, al via la sperimentazione di un vaccino negli usa link",A624
117,1,1,1,1,"coronavirus, “guerra del vaccino”: la germania difende la sua ricerca dai miliardi offerti da trump #covid2019 #coronavirus #ricerca #vaccino link link",A617
118,1,1,1,1,"coronavirus, fauci al senato: ""morte e sofferenze se riapriremo usa troppo presto"". il vaccino? ""fra un anno o due"" link link",A644
123,1,1,1,1,"coronavirus, il ricercatore italiano gambotto: primo vaccino supera la fase del test su animali.",A653
127,1,1,1,1,trump vuole comprare il brevetto del vaccino tedesco per il coronavirus ‘in esclusiva’ - il riformista link,A1288
137,1,1,1,1,primo studio sull’uomo del vaccino covid-19.: il primo vaccino covid-19 che ha raggiunto la… link,A1174
139,1,1,1,1,"link ""i ricercatori del mit hanno creato un inchiostro che può essere incorporato in modo sicuro nella pelle insieme al vaccino stesso ed è visibile solo utilizzando un’app e un filtro speciali per fotocamere per smartphone."" #vaccini",A861
151,1,1,1,1,quando sarà pronto (realisticamente) il vaccino contro il coronavirus -  #quando #pronto #(realisticamente)  link,A1187
154,1,1,1,1,"io voglio un’alternativa allo “state a casa” non perché stia male ma perché non può essere la cura al #covid19 nel lungo periodo, in attesa che un vaccino pronto fra 18 mesi (o forse mai come per altri virus) faccia la sua comparsa.",A980
158,1,1,1,1,"coronavirus, negli usa primo test sull'uomo per un vaccino link",A673
162,1,1,1,1,bill gates chiamerà conte sul vaccino per il coronavirus link,A538
166,1,1,1,1,"coronavirus, creata la mappa atomica in 3d utile per il vaccino link",A633
174,1,1,1,1,coronavirus: il vaccino australiano supera i test di laboratorio link,A713
178,1,1,1,1,australia vicina al vaccino - il nazionalista - quotidiano di libera informazione - link link,A521
191,1,1,1,1,"covid 19, il vaccino in autunno: la sfida sui tempi tra case farmaceutiche link",A732
199,1,1,1,1,"#america first. #coronavirus, pronta la prima fiala del vaccino: così ""uccide""  #covid19. a #seattle iniziano le sperimentazioni su 45 volontari del prototipo di un vaccino. ma prima di poter arrivare a un vaccino efficace e sicuro serviranno 12-18 mesi (g.) link",A353
200,1,1,1,1,"#coronavirus, gallera: ""non c'è farmaco né vaccino, evitare #contagio"" link link",A374
201,1,1,1,1,blog post: a pomezia sperimentazione vaccino - link,A545
203,1,1,1,1,a che punto siamo con la sperimentazione del vaccino anti covid-19? link,A460
204,1,1,1,1,#vaccino - oltre agli usa anche l'#australia si è mossa per realizzare il vaccino contro il #covid19 che potrebbe essere immesso sul mercato non prima del 2021. il vaccino si chiama mrna-1273... link,A433
217,1,1,1,1,"coronavirus, vaccino: a settembre 400 milioni di dosi. test in corso, ma … link",A695
218,1,1,1,1,user user user user user user user user user user user user user user user user user user user_ user user user user user user user user user user user buongiorno lidia. saremo anche un popolo di adolescenti ma dobbiamo crescere e non è possibile rimanere a casa fino a quando si troverà il vaccino. non possiamo permetterci di vivere di rendita . non tutti almeno.,A296
221,1,1,1,1,"il sole24h - coronavirus, ultime notizie dal mondo: corea sud pensa a reintrodurre distanziamento. johnson invita putin al summit sul vaccino. bce: lagarde stima pil eurozona 2020 tra -8% e -12% link link",A936
224,1,1,1,1,"tutto questo ci porterà 10 anni di film e serie tv sul coronavirus. dalle ciofeche alle americanate e ogni paese avrà il suo eroe che scopre il vaccino, nottetempo e per sbaglio. link",A1297
226,1,1,1,1,contrastare il #covid19: in corso la conferenza stampa che spiega l'approccio di tls in collaborazione con user per la ricerca del vaccino... resta aggiornato  seguendo le nostre pagine! #iorestoacasa #andratuttobene  user user link,A598
233,1,1,1,1,"coronavirus, vaccino entro fine anno: «ma non sarà per tutti, prima anziani e medici» link user",A691
244,1,1,1,1,"vaccino coronavirus, ema: aspettare ancora mesi per gli studi clinici link",A1324
247,1,1,1,1,"quel piano europeo anti virus: ""immunizzazione di gregge"" link",A1193
251,1,1,1,1,il vaccino tedesco anti-coronavirus verrà a breve testato #germania #coronavirus #vaccino link,A950
252,1,1,1,1,coronavirus: statunitense pfizer e tedesca biontech testano su umani vaccino sperimentale | agenzia nova link,A719
255,1,1,1,1,arrivato in cina il primo #vaccino contro il #coronavirus #coronarvirusitalia  link,A511
258,1,1,1,1,"coronavirus, a fine aprile primi test del vaccino sull’uomo link link",A620
14,1,1,1,1,#coronavirusupdate #covid_19 #coronavirus #speranza: “vaccino lo paga lo stato” link,A391
20,1,1,1,1,tramonta l’idea di rendere obbligatorio il vaccino contro l’influenza. si attende il decreto link,A1282
26,1,1,1,1,"'non possiamo aspettare il vaccino, corriamo un rischio calcolato' – conte annuncia la fase 2 link link",A13
32,1,1,1,1,"vaccino italo-inglese, italia beffata: prime 30 milioni di dosi al regno unito link di user",A1344
41,1,1,1,1,quanto tempo ci vorrà per trovare un vaccino o una cura per il nuovo #coronavirus? che passi in avanti sono stati fatti nelle ultime settimane?  ho fatto un punto della situazione sulla user di user_italia. link,A1190
43,1,1,1,1,"@_vitovaipiano user user io credo (e non solo per il calcio) che sia arrivato il momento di convivere con questo virus e di ritornare piano piano alla normalità. anche perché non puoi aspettare in eterno che si trovi il vaccino,se per caso non lo trovano che fai,tieni chiuso tutto fino in eterno?",A65
44,1,1,1,1,"coronavirus, mamma di 43 anni testa il vaccino: è la prima al mondo link",A669
50,1,1,1,1,"coronavirus, da oxford 400 milioni di dosi di vaccino a settembre #calabrianotizie #newscalabria link",A634
56,1,1,1,1,il canada avvia i test clinici del vaccino contro coronavirus - link link,A909
69,1,1,1,1,"lo strappo del 2 giugno. salvini, meloni, gilet, no vax: la destra occupa la piazza link",A1044
75,1,1,1,1,"coronavirus, a fine aprile test per un vaccino sull'uomo link",A621
76,1,1,1,1,la germania ha introdotto lobbligo del vaccino contro il morbillo per gli studenti e i bambini degli asili nido link,A1006
80,1,1,1,1,dicono che il corona calerà di vittime verso il venti aprile (mio compleanno) ma il vaccino è ancora lontano,A766
84,1,1,1,1,"coronavirus, negli usa al via test sull'uomo per un vaccino. ue offre 80 mln a curevac, possibili test da giugno [aggiornamento delle 20:53] link",A672
96,1,1,1,1,"coronavirus, parla l’esperto: test del vaccino in 2-3 mesi. le ultime novità link  11/02/2020",A675
103,1,1,1,1,tutte le notizie sul  #coronavirus #covid19 in #italia e in #svizzera sono su salutedomani e saluteh24  #ticino #contagio #virus #infezione #vaccino #terapia link,A1293
118,1,1,1,1,l`ema commissiona all`università di utrecht modello di studio per vaccino covid | +31mag link,A998
133,1,1,1,1,"vaccino anti-covid, in aprile via ai test sull'uomo link",A1317
135,1,1,1,1,"#""per il vaccino contro il coronavirus ci vorranno almeno sei mesi"" link",A349
147,1,1,1,1,«per il personale sanitario vaccino dal prossimo autunno» link,A55
171,1,1,1,1,"stati uniti e cina alleati contro il coronavirus? finora la risposta al virus globale è stata poco globale. gli usa non possono aiutare gli altri nell'emergenza, come fa la cina, ma sono avanti nella corsa geopolitica al vaccino. e se collaborassero? link",A1262
197,1,1,1,1,"i #vacciniantinfluenzali attualmente disponibili sono costituiti dal virus intero inattivato, dagli split virus ottenuti con detergenti o sostanze chimiche che frammentano il virus e dal vaccino a subunità | #ecm #vaccinoinfluenza link",A868
201,1,1,1,1,"#coronavirus e #vaccino, come si sta muovendo l'europa link link",A364
204,1,1,1,1,primo studio sull’uomo del vaccino covid-19. link,A1173
206,1,1,1,1,"plasma o vaccino, cosa conviene? ecco il confronto tra punti di forza e limiti link",A1165
219,1,1,1,1,"il giornale pi� amato dai servizi tedeschi scrive che trump vorrebbe �rubare�  ai tedeschi il vaccino. e tutti i giornali italiani riportano che � vero!. a proposito di rubare: la germania cominci a restituire i soldi della guerra a polonia, grecia, ebrei ecc",A916
223,1,1,1,1,la guerra per il vaccino - il foglio link,A1009
235,1,1,1,1,montomoli ha anche parlato dei test su un nuovo vaccino contro il virus ed ha ribadito che solo le mascherine di tipo ffp3 sono efficaci... link link,A1091
246,1,1,1,1,coronavirus. ricciardi (oms): forse due anni per il vaccino link,A725
260,1,1,1,1,antidiplomatico:negli usa testato sull'uomo il primo vaccino contro il coronavirus link 96,A508
9,4,4,4,1,bergamo e brescia l’annuncio di bertolaso: da domani vaccini a 30 mila persone over 60 il bollettino: 318 i morti - a brescia 901 casi - #bergamo #brescia #l’annuncio link link,B331
10,4,4,4,1,ecco come prenotarsi per ricevere il #vaccinoanticovid.  link,B285
17,4,4,4,1,vaccini: quasi 30mila dosi somministrate nell'oristanese link,B83
24,4,4,4,1,"al momento sono 29.969.854 le dosi di vaccino somministrate alla popolazione italiana, mentre 9.759.934 persone hanno concluso il ciclo vaccinale sul territorio nazionale (16,47% della popolazione).",B94
