,Annotator1,Annotator2,Annotator3,label,text clean,index
37,4,4,4,1,libero e il giornale si sono allineati. la verità resta novax. link,B392
39,4,4,4,1,brasile. al via campagna “vaccini nel braccio e cibo nel piatto” | radio m modica link,B232
50,4,4,4,1,vaccini a pasquetta quasi 148 mila vaccinazioni. il 20% delle dosi ancora nei frigoriferi delle regioni - #vaccini #pasquetta #quasi link link,B512
59,4,4,4,1,"covid, al via le vaccinazioni per caregiver e familiari di soggetti fragili: ecco chi rientra nella categoria link",B179
62,4,4,4,1,vaccino o certificato di negatività per chi arriva in sardegna: la proposta link,B53
64,4,4,4,1,"politici e vaccino: da salvini e meloni a letta, renzi e grillo. chi lo ha fatto e chi non lo farà",B173
65,4,4,4,1,"#cronaca #ultimenotizie vaccini in aziende, 2mln #astrazeneca in frigo - link - #tifosi #vaccino link",B159
66,4,4,4,1,"vaccini, stefani-speranza: disabili fra categorie prioritare link",B253
68,4,4,4,1,"un nuovo articolo: (vaccini covid, da domani in sicilia prenotazioni per i ragazzi dai 12 ai 15 anni) è stato pubblicato su: tempo stretto - ultime notizie da messina e reggio calabria - link link",B59
70,4,4,4,1,"vaccini lazio, ripartono le prime dosi: la chiusura degli hub ora slitta a ferragosto - link link",B218
107,4,4,4,1,ultim’ora/ bertolaso promette: “entro l’11 aprile tutti gli over 80 lombardi vaccinati” | sesto notizie link,B460
113,4,4,4,1,"astrazeneca e mix vaccini, il cts respinge le accuse: “confusione non è colpa nostra”. ora il pressing del governo sulle mascherine link via user",B360
114,4,4,4,1,"su circa 10,7 milioni di prime dosi del vaccino #pfizer 9,7 milioni di dosi del vaccino #astrazenaca e circa 0,8 milioni di seconde dosi di vaccino pfizer. quindi, i dati di tali effetti collaterali di astrazeneca non si discostano molto da quelli di pfizer.",B522
119,4,4,4,1,"covid, vaccini in farmacia, regioni a 2 velocità: da val d'aosta a calabria. la situazione link",B327
122,4,4,4,1,"“a palermo c’è una evidente escalation dei contagi, in particolare per la diffusione delle varianti, più aggressive. abbiamo i primi casi di virus in soggetti già vaccinati.""",B62
123,4,4,4,1,"vaccini lazio, weekend open day astrazeneca over 40: iscrizioni aperte: sabato e domenica 15-16 maggio per i nati dal 1981 link link",B363
136,4,4,4,1,"asl na 2 nord, stop alle prime dosi per mancanza di vaccini link",B78
141,4,4,4,1,"covid, uno studio conferma: l’efficacia del vaccino mrna cala in 6 mesi link #saluteinforma #salute link",B404
142,4,4,4,1,user già che siamo in argomento qualcuno potrebbe spiegare perché la user è penultima per la vaccinazione degli ultraottantenni affidata fin da subito  e giustamente ai medici di famiglia? user user,B238
148,4,4,4,1,"2,5 milioni di over 60 ancora non vaccinati. 5 milioni di over 50 ancora non vaccinati.",B1
152,4,4,4,1,"gds: ""#sicilia. vaccini in farmacia, si parte il 15 luglio"" link",B64
155,4,4,4,1,"vaccino, se la seconda dose è quando sono in vacanza: come si comportano le regioni italiane link",B135
163,4,4,4,1,#covid19 #coronavirus dati in #toscana #9giugno ▪️ 127 nuovi casi ▪️ 15.898 tamponi eseguiti ▪️ 341 ricoverati (-33 da ieri) ▪️ 80 in terapia intensiva (-4 da ieri) ▪️ 9 decessi (6.784 totali) ▪️ 230.765 guarigioni (+425 da ieri) ▪️ 2.390.805 vaccinazioni link link,B520
164,4,4,4,1,in arrivo i primi 40 mila green pass per i valdostani vaccinati contro il covid link,B397
168,4,4,4,1,"europei e vaccini: sì di italia e belgio, no dell’inghilterra. caos in spagna, libera scelta per francia e svizzera link",B365
176,4,4,4,1,"15 milioni di dosi di vaccino j&amp;j buttati per un errore umano.  il tecnico di laboratorio minimizza: "" ho mischiato pfizer, j&amp;j, soda, lime e vodka e a me sembrava buono""",B176
177,4,4,4,1,"questo non si ferma. vaccini: de luca, se necessario rinvieremo inizio scuola - campania - link link",B504
178,4,4,4,1,"ripartite le vaccinazioni astrazeneca in italia. previsti turni straordinari per recuperare i ritardi. ministero della salute: ""serve accelerazione forte"". poche disdette nei centri riaperti link",B399
179,4,4,4,1,covid-19. oggi 1.712 dosi di vaccino somministrate dall’ asl di avellino. – retesei | link link,B140
186,4,4,4,1,"fauci, stiamo lavorando a vaccino anti-covid in pillole link",B219
193,4,4,4,1,"geopolitica dei vaccini - mappa mundi"" link 40",B303
196,4,4,4,1,new post: vaccinazioni over80: ecco i documenti da compilare e consegnare a schiranna e rancio valcuvia link,B358
200,4,4,4,1,"vaccino anti-covid, online il portale regionale per la registrazione degli estremamente vulnerabili link",B225
207,4,4,4,1,"i 2 decessi registrati oggi si riferiscono a  • 2 donne di 80 e 83 anni  erano residenti a scandiano e vetto d'enza  💉ieri sono state vaccinate 1.141 persone, oggi ne erano programmate 750",B507
210,4,4,4,1,limes:carta: la distribuzione dei vaccini link 25,B170
218,4,4,4,1,canavese - a che punto siamo con i vaccini anti covid nella nostra zona? i numeri dell'asl to4 e le prossime date da segnare sul calendario   link,B432
225,4,4,4,1,"#vaccini anti #covid19 in italia, dosi somministrate su base quotidiana. dosi somministrate il 11/05/2021 : 429.134 media mobile a 7 giorni: 465.570 #covid_19 #vaccinaitalia #astrazeneca #coronavirus #pfizer #modernavaccine link",B44
232,4,4,4,1,"vaccini: da lunedì le prenotazioni dei cinquantenni. 85mila dosi al giorno – ballabio news – quotidiano online di ballabio, morterone e piani dei resinelli link",B487
243,4,4,4,1,"vaccini covid, la classifica delle regioni link",B203
248,4,4,4,1,"user_fenzi se il cognato di fontana avesse prodotto vaccini, i lombardi sarebbero già tutti vaccinati",B110
255,4,4,4,1,"**covid: cottarelli, ‘pass? perchè un nuovo documento? basta burocrazia’**: roma, 18 apr. (adnkronos) - ""servono 2-3 mesi per creare il pass unico per chi è vaccinato, non ha link",B371
256,4,4,4,1,"green pass, ricciardi: “solo per vaccinati e guariti, tampone non può bastare” link link",B408
257,4,4,4,1,"biontech e pfizer hanno sviluppato un vaccino per la variante delta e vogliono verificarne l'efficacia. le aziende chiederanno l'autorizzazione alla food and drug administration statunitense per una terza dose di richiamo, ma per l'fda due inoculazioni sono sufficienti.",B423
6,4,4,4,1,"#vaccini anti #covid19 in italia, aggiornamento del 11/04/2021 ore 11:28 andamento delle somministrazioni per classe di età. #covid_19 #vaccinaitalia #astrazeneca #coronavirus #pfizer #modernavaccine link",B375
11,4,4,4,1,stop a 8000 prenotazioni al vaccino astra zeneca dall'asl toscana sud est link,B145
18,4,4,4,1,"vaccini, in piemonte si risolve il rebus dell'appuntamento per l'iniezione [di sara strippoli] [aggiornamento delle 08:00] link",B221
23,4,4,4,1,"ristoranti, calcetto, pass vaccinale, mense scolastiche: al #cts i nodi da sciogliere in vista delle riaperture del #26aprile so' problemi #vaccini #covid19italia",B69
24,4,4,4,1,"2 settembre alle 20:00, a vibo, sarò alla presentazione del libro di matteo bassetti. intanto è notizia di oggi: ennesima aggressione dei no vax nei confronti dell'infettivologo bassetti inseguito e minacciato: ""ci ucciderete tutti con questi vaccini e ve la faremo pagare"". link",B246
34,4,4,4,1,"da lunedì 7 giugno verrà sospesa l'#attività per la somministrazione del vaccino anti-#covid presso l'#ambulatorio distrettuale della asl 3 in via xii ottobre a #genova. l’attività #vaccinale, si legge nella nota dell'#asl, “proseguirà presso l’#hub della #fiera del #mare. link",B178
36,4,4,4,1,"asl avellino. sospensione attività’ centri vaccinali nella giornata di domani, lunedì riprendono le vaccinazioni - link link",B129
38,4,4,4,1,adi: istanza di attivazione procedimento disciplinare per frasi di infermieri contro i no vax | nurse times link,B385
45,4,4,4,1,"vaccini: sileri,verosimile ripeterli ogni anno link",B204
58,4,4,4,1,"vaccini lazio, al via 'open week' astrazeneca per maggiorenni - adnkronos link",B229
59,4,4,4,1,l’india ha ordinato 300 milioni dosi di un vaccino anti-covid non approvato link,B273
69,4,4,4,1,"coronavirus, a matera continuano le vaccinazioni senza prenotazione link",B471
75,4,4,4,1,pfizer sta pensando di adattare il nuovo richiamo alle varianti.,B77
78,4,4,4,1,"vaccini napoli, 40 giorni per richiamo pfizer e moderna link",B389
79,4,4,4,1,"11) banco informazioni, ti danno un modulo ""lo compilo e glielo dò adesso?""  12) ti fanno prendere appuntamento dal sito 13) complimenti ha un appuntamento per consegnare il modulo fra un mese. 14) la pandemia è finita, non ho la tessera sanitaria e non ho ancora il vaccino",B184
83,4,4,4,1,user inutile inviare dosi di vaccino alle regioni che non riescono a farle.,B46
3,4,4,4,1,"link ministero della salute, rezza: ""immunità di gregge quando avremo vaccinato il 67% della popolazione""",B523
7,4,4,4,1,"queste che vedete in fila sotto la pioggia sono decine di soggetti fragili in attesa del vaccino in fiera. basterebbero un paio di gazebo, ma la",B75
8,4,4,4,1,giro di vite per 45mila sanitari. per i non vaccinati stop all’attività link,B237
20,4,4,4,1,covid. al via due studi dell’iss per il monitoraggio immunologico post vaccinazione in italia link,B450
28,4,4,4,1,"user urge una legge contro l’odio verso chi vuole le restrizioni ai non vaccinati che odiano i vaccinati che… insomma, urge una legge 🙄",B169
33,4,4,4,1,campagna vaccinazione in cina: oltre 2 mld dosi somministrate   video link,B239
36,4,4,4,1,"#vaccini domani, 5 maggio, sul portale della regione #toscana aprono le agende per prenotare il johnson&amp;johnson per chi ha più di 65 anni link user",B92
37,4,4,4,1,"vaccini, marco rizzo-pc: +è la guerra dei vaccini, sputnik dato che è russo non si può dare+"" link 54",B230
40,4,4,4,1,"#vaccini, l'italia procede a rilento? com'è la situazione in altri paesi #ue? ora su user: fabrizio pregliasco user, don pietro sigurani e user_anfossi di user_cristiana. link link",B251
42,4,4,4,1,"user mi piacerebbe essere contadino  in ogni caso in una comunità si può esprimere il proprio gradimento o critica. e in una comunità europea non ha senso che ogni nazione vada per la sua strada tra vaccinazioni e chiusure. ci vorrebbe uniformità,oppure ciao europa",B21
57,4,4,4,1,"#covid_19, speranza:""attese almeno 50 milioni di dosi di #vaccini”. il ministro della salute: pressing quotidiano sulle aziende“ #17marzo link",B288
69,4,4,4,1,è scontro tra virologi sulle mascherine: bassetti propone l’addio per i vaccinati. gismondo dissente link link,B125
72,4,4,4,1,"vaccini, figliuolo: “in arrivo 5 milioni di fiale”. i numeri della campagna: un anziano su due è immunizzato, prima dose al 45% degli over 70 link",B16
84,4,4,4,1,"#sicilia, al via a #palermo il primo grande ‘hub’ per le vaccinazioni - video link",B100
85,4,4,4,1,il vaccino di johnson  link via user,B128
79,0,0,1,1,"#coronavirus, #billgates e #melindagates: 'pagheremo noi il #vaccino' ...#news,#covid19  link",A370
166,0,0,1,1,"coronavirus, bill gates: ""se funziona il vaccino di oxford lo pago io"" link di user",A626
2,1,1,0,1,"coronavirus: il legale, 'per vaccini licenze gratis o consorzi aziende-istituzioni': esistono esempi di tali vaccini coperti da brevetti validi sul territorio cinese, come il vaccino contro la poliomielite, il vaccino contro la malattia 'mani- ... link",A709
30,1,1,0,1,"vaccino, test positivi in usa oms, in 100 chiedono un’inchiesta link",A1355
134,1,1,0,1,"virus, garattini: `il vaccino potrebbe arrivare entro fine anno` - link link",A1365
155,1,1,0,1,"la germania nega la vendita esclusiva del brevetto per il vaccino covid-19 all�america, perch� l�azienda tedesca produttrice metter� a punto il vaccino ""per tutto il mondo e non per singoli paesi"".  cio� i tedeschi sono i buoni questa volta, how the tables have turned",A1007
171,1,1,0,1,"la produzione dei vaccini ha tempi lunghi di produzione e consegna: è strategica una programmazione stabilita con largo anticipo. sanofi produrrà il 20% di vaccino antinfluenzale in più, ma la domanda globale potrà superare l'offerta link #buongiorno #16giugno link",A1013
209,1,1,0,1,"accordo italia-usa per vaccino orale, alleate kiromic e molipharma   link",A476
306,1,1,0,1,#coronavirus: partnership moderna - lonza per produrre  fino a 1 miliardo di dosi all'anno di #vaccino link user_tx user,A387
412,1,1,0,1,"""l'accordo con rottapharm biotech ci dà un po' di benzina per pianificare gli studi sul nostro vaccino e fare le cose con più tranquillità. stiamo disegnando lo studio di fase 1-2, che partirà a ottobre e coinvolgerà all'inizio un'ottantina di persone"". link",A27
417,1,1,0,1,"user il vaccino antinfluenzale ha efficacia per circa il 50-60%. il motivo è che servono 6 mesi per produrlo, il che significa che ad ogni fine inverno un team all'oms si riunisce per tentare di prevedere quale sarà l'influenza della prossima stagione, in base ai dati statistici ed...",A305
429,1,1,0,1,user purtroppo ti devo contraddire. vista la situazione di contagi e l‘inesistenza di un vaccino la misura adottata da tutto il mondo non è né assurda né inutile.  tutti bravi a parlare quando non si ha la responsabilità delle decisioni ve‘? ed io beninteso disprezzo questo governo.,A230
454,1,1,0,1,"quindi riepilogando chiusi per un mese in casa a cantare dai balconi. ora per esigenza di qualcuno e qualche business, senza una vrenzola di cura che allevia il male per non finire in terapia intensiva, il vaccino si riapre con mascherina e guanti. a saperlo facevamo la pasquetta",A1208
462,1,1,0,1,appello onu e movimento internazionale croce rossa e mezzaluna rossa: “serve unità per il vaccino contro il covid19” link,A509
478,1,1,0,1,vaccino di pomezia e di oxford comincia test su mille volontari link,A1336
485,1,1,0,1,"vaccino coronavirus, l'italia accelera. ricciardi: ""in arrivo tra l'autunno e l'inverno"" link",A1325
536,1,1,0,1,prima mappa in scala atomica 3d del #coronavirus link  i ricercatori dell'university of #texas at #austin e del national institutes of health hanno fatto un importante passo avanti verso lo sviluppo di un #vaccino per il nuovo... ( #ecplanet #edoardocapuano ) link,A1171
775,1,1,0,1,"vaccino covid, ema: pronto entro un anno salvo ritardi burocratici link",A1335
63,1,1,0,1,vorrei sapere perché si continua a dare credito solo a coloro che profetizzano nuove sventure! forieri di sfiga 1 : teste pensanti 0! perché? il premio nobel beutler: «non ci sarà una seconda ondata del virus. il vaccino? solo a inizio 2021» link,A1370
112,1,1,0,1,"#coronavirus,  l'infettivologo pierluigi viale in diretta a #mattino5:  ""la malattia ha due fasi"" ma quali sono le novità sui farmaci e per il vaccino? link",A367
260,1,1,0,1,"tutti alla ricerca vaccino covid, nuovi test e fondi. alleanza ue per le forniture - metropolisweb link",A1294
90,1,1,0,1,panico meningite nel bergamasco: code dallalba per fare il vaccino in arrivo la protezione civile link,A1138
174,1,1,0,1,vaccino contro il colesterolo: nel 2020 al via i test in gran bretagna link,A1319
231,1,1,0,1,"#rt user: accordo #italia-#usa per #vaccino orale, alleate kiromic e molipharma link link",A421
9,1,1,2,1,"i medici hanno descritto quelli che credono siano i ""primi"" casi noti di meningite dovuti alla riattivazione del vaccino contro la varicella in due ragazzi di 14 anni.link link",A877
98,1,1,2,1,"l'ipotesi del #complotto riguardo al #coronavirus si è spostata sugli interessi delle ditte farmaceutiche #globali, che si starebbero dando da fare per produrre un #vaccino. a pagamento.  #coronaviruswuhan #coronavirusitalia  #globalizzazione  link",A993
522,1,1,2,1,ma voi ve lo ricordate quando dicevano che avrebbero trovato il vaccino per l’ aids?,A1065
525,1,1,2,1,user user ennesima menzogna del governo conte: solo propaganda politica. non esiste nessun vaccino pronto per il prossimo autunno né alcun accordo con l'italia: link,A140
708,1,1,2,1,chissà quale sarà il primo paese coinvolto nelle false certificazioni di adempimento al vaccino per il covid-19 che consentirà di riprendere a viaggiare nel mondo.,A572
87,1,1,2,1,ptv news 25.02.2020 - #covid19 gli usa alla ricerca del vaccino - pandora tv link,A1178
181,1,1,2,1,user user anche un semplicissimo herpes non ha vaccino ... è un virus...ci conviviamo,A259
248,1,1,2,1,"coronavirus: il vaccino arriverà, la seconda ondata no. ecco la sentenza di ilaria capua &amp;raquo; link link",A712
405,1,1,3,1,"aspettare il vaccino per togliere la mascherina appare inverosimile in #lombardia, ma vedremo se anche questo è una affermazione tiramolla.  link via user.it | news ed eventi a milano",A515
126,1,1,4,1,#coronavirus. test animali bypassati negli stati uniti per la #ricerca di un #vaccino? no! facciamo chiarezza. #sperimentazioneanimale #covid19 link,A390
331,1,1,4,1,"scaricando l’app #immuni sul proprio smartphone si sarà informati sul rischio di contagio. vedrai che poi ti diranno che con la versione gold, a soli 30,99 €/anno, si può pure avere il vaccino.  [user]  #fase2",A1225
381,1,1,4,1,"non dite cazzate!!!!coronavirus, die welt: ""trump cerca di corrompere azienda tedesca per avere il vaccino"". ma società farmaceutica smentisce - il fatto quotidiano link",A1113
452,1,1,4,1,questa è la quintessenza del sovranismo ... probabilmente un pericolo anche maggiore del #covidー19  trump vuole vaccino tedesco in esclusiva - ultima ora - ansa link,A1195
561,1,1,4,1,se #trump non alza praticamente un dito per arginare la pandemia le cose sono due: - o è completamente irresponsabile  - o ha già il vaccino in tasca..,A1229
589,1,1,4,1,attenzione a dire antivirale e non vaccino che scattano subito le faide,A518
692,1,1,4,1,al tg1 si sono rotti così tanto i coglioni di allungare il brodo che ora il vaccino lo trovano loro. link,A488
229,1,1,4,1,"#coronavirus, papa: ho chiesto a dio di fermare l'epidemia. a posto, dite pure a medici e ricercatori di interrompere gli studi per trovare un vaccino, non serve pi�. #covid19italia #covid19",A380
130,1,1,5,1,"amici ho bisogno di un�info, i no vax che stanno dicendo di questo nuovo virus? se creano davvero il vaccino nei prossimi 3 mesi, se lo fanno o no?",A501
254,1,1,5,1,"vaccini, rissa sfiorata tra no vax e m5s: ""e mi chiami onorevole..."" link di user",A1314
475,1,1,5,1,"coronavirus, la deputata no vax fermata a ostia: “vaccinarmi contro il covid-19? perché dovrei?” link link",A665
477,1,1,5,1,link la ministra interviene sulla polemica scatenata dai governatori della lega (una volta non strizzavano tutti l'occhio ai no vax?) #coronavirus,A857
237,1,1,5,1,"il #coronavirus e i #complotti: sul web spopolano le teorie più strambe per spiegare la #pandemia, dal #5g a #billgates. e ci sono pure i #novax.  link",A895
26,4,4,1,1,"vaccini: ruffo (sissa), ancora in attesa comunicazione asugi. università trieste e udine già informati, cominceranno giovedì #ansa link",B102
132,4,4,1,1,vaccini: fontana al via hub tra i più imponenti deuropa -  #vaccini: #fontana #imponenti #deuropa link,B108
194,4,4,1,1,new post: leggi la notizia! in vista obbligo vaccinale per sanitari no vax: pena la link #veneto #notizie #news,B96
208,4,4,1,1,"""arrivano da firenze e cremona i primi indagati ‘no vax’. l’accusa formulata dal magistrato nei confronti di un 66enne lombardo è chiaro: “istigazione alla disobbedienza delle leggi, di ordine pubblico, in vigore a tutela della salute pubblica nel periodo di emergenza pandemica.",B171
247,4,4,1,1,user la roba del contact tracing va avanti da mesi. è una vergogna ma adesso la colpa ce l'ha pure il governo. non puoi aprire tutto e poi imporre quarantena per i vaccinati. è un controsenso,B443
21,4,4,1,1,"auguro vacanze all'insegna della dissenteria per tutti quelli che si son vaccinati scavalcando anziani, immunodepressi e malati cronici.",B55
49,4,4,1,1,"🤡l’università che tramite email rimanda la somministrazione del vaccino a data da stabilire il giorno prima, letteralmente 10minuti prima del mio arrivo (sono fuorisede), dopo 2h di treno e 9,60€ di biglietto di sola andata 🤡",B425
53,4,4,1,1,speranza “più vaccini o non escludiamo restrizioni”  - #retewebitalia #news #oggi #italia #notizie #accadeoggi - link,B93
64,4,4,1,1,l' #europa si è dimostrata un fallimento anche per  l' approvvigionamento del #vaccino   #coffeebreakla7,B485
74,4,4,1,1,user_maffi user a tg lombardia conferenza stampa prima regione a raggiungere 1 milione di vaccinati,B131
16,4,4,1,1,👉 per raggiungere la vaccinazione globale da #covid19 è stata sollecitata la deroga alle norme sulla proprietà intellettuale previste dell’accordo di marrakesh #wolterskluweritalia #coronavirus #vaccini  link,B477
24,4,4,1,1,"imprenditore della provincia di #perugia si sarebbe vaccinato fingendosi un dipendente scolastico, ma è stato scoperto e deferito alla procura della repubblica insieme alla moglie, accusata di essere stata sua complice.",B495
41,4,4,1,1,"#dimartedi  #moratti  ieri ""gli over 80 che non sono stati ancora convocati per la vaccinazione potranno vaccinarsi presentandosi senza prenotazione nel centro vaccinale più vicino dal 7 all'11 aprile' -oggi ""no lasciate stare..mi sono sbagliata"" dal disastro #lombardia è  tutto",B99
75,4,4,1,1,festa: “ritardi nelle vaccinazioni. fuksas ha rinunciato al progetto dogana”  link link,B22
80,4,4,1,1,"vaccini, #armi in regalo a chi si inietta una dose: l'iniziativa del west virginia per convincere i no vax link",B373
0,4,4,3,1,"il livello di esasperazione è alto e domandare se si è vaccinati o meno sta diventando un'abitudine come chiedere una tazzina di caffè al bar. si parla sempre di privacy e protezione dei dati personali e poi in tv, te lo chiedono senza problemi. basta no? user user",B216
27,4,4,3,1,"user quello che fa veramente incaxxare è che in sardegna, pretendevano assolutamente che tutti quelli che arrivavano fossero vaccinati! e loro non di vaccinano?",B20
53,4,4,3,1,"user una domanda, come mai il contatore delle vaccinazioni riporta una cifra di circa un milione di somministrazioni prime dosi in più rispetto alle statistiche ufficiali?",B89
57,4,4,3,1,analista della msnbc ridicolizzato per aver detto che il vaccino e’ sembrato “una ondata di euforia” link,B45
63,4,4,3,1,marsala: rissa per i vaccini covid clicca per leggere link,B5
76,4,4,3,1,"user user_it user user gentile sig. #calenda, spiace vedere che pur di farsi pubblicità lei sia disposto a scendere a così bassi livelli. non può non capire che la frase ""il vaccino rende liberi"" è davvero infelice. protesti contro coloro che la utilizzano, non contro chi ne fa notare l'inadeguatezza.",B462
144,4,4,3,1,user_s in austria bloccano abv5300 del vaccino #astrazeneca link,B258
156,4,4,3,1,ma i vip/politici lo sanno che possono fare il vaccino anche senza darci la prova con i selfie? viviamo benissimo anche senza.,B474
192,4,4,3,1,"covid. l'assenza per effetti collaterali da vaccino, è malattia o infortunio? link",B245
212,4,4,3,1,"user user user solo a parole, usa e gb si sono accaparrate il 250% dei vaccini necessari alla loro popolazione, molti paesi non hanno visto ancora una fiala, astrazeneca prodotto in india non autorizzato in eu",B43
220,4,4,3,1,"user basta guardare i dati uk la delta non è per nulla la più letale,alpha e beta la surclassano,la beta ha solo percentuale decessi maggiore nel campione tra i vaccinati,ma nel computo generale tra letalità più bassa.🤦",B452
56,4,4,3,1,"0,5% vaccinati media per tutta l'africa, 15-20% media europa dell'est. perche' temete l'immigrazione? moriranno tutti, no?",B465
13,4,4,3,1,"ravenna, focolaio nella casa di riposo. il coordinatore della rsa: «il 42% dei nostri operatori ha rifiutato il #vaccino. non ci saranno spostamenti o demansionamenti: questo personale è necessario» user",B496
231,5,5,1,1,deputata no-vax in direzione mare multa in arrivo | bassano link,A755
73,0,1,0,1,"coronavirus: vaccino anti covid-19, è una ragazza la prima persona italiana a testarlo. ecco dove e come link #meteo via user",A720
122,0,1,0,1,"video - coronavirus, ascierto: ""il tocilizumab funziona, vi spiego perchè, in autunno partirà a napoli la sperimentazione di un vaccino"" link",A1360
140,0,1,0,1,"i titoli di stato italiani sono ora (quasi) titoli spazzatura secondo 3 delle 4 agenzie di rating, il pil degli usa è sceso ai livelli della crisi del 2008 e si prevede che nel secondo semestre quest'effetto sarà più che quadruplicato. e non è ancora stato trovato un vaccino...",A890
250,0,1,0,1,"coronavirus video: vaccino, nessuna illusione, la strada è ancora lunga. ecco le parole di chi lo sta preparando &amp;raquo; link link",A614
291,0,1,0,1,"mentre il #governo #conte #renzi #zingaretti #dimaio #m5s non contiene il #coronavirus, #netanyahu e #israele produrranno il #vaccino, hanno gi un test rapido e monitorano gli infetti col #mossad e se sgarrano galera seria.   link",A1076
342,0,1,0,1,"coronavirus, un vaccino ""jolly"" funziona anche sui macachi  #coronavirusitalia link link",A688
546,0,1,0,1,"mi auguro che user non venga rieletto, anzi, che si ritiri al più presto dalla vita politica. questi non sono tempi da pavidi, da pseudo don abbondio.  #mascherine  #vaccino",A1080
56,0,1,0,1,a oxford azzardano: vaccino pronto in autunno link,A466
245,0,1,0,1,"coronavirus, dalla ripresa al vaccino. l'esperto spiega la fase 2 link",A637
100,0,1,0,1,"dr.ssa concepción campa huergo, dalla scoperta del vaccino contro la meningite ""b"", alla sviluppo della ricerca scientifica in omeopatia - s.i.m.o.h. link",A784
112,0,1,0,1,"la disinformazione in azione #tg4 isolato il virus ora sara' possibile ricercare una cura. no, non si chiama cura perche' non si cura sta cosa, si chiama #vaccino e serve a prevenirne la diffusione #coronarivus #disinformation",A1003
144,0,1,0,1,antidiplomatico:coronavirus a cuba: in fase di test il vaccino che attiva il sistema immunitario innato link 68,A507
162,0,1,0,1,"il virologo riminese giacomo gorini sul #vaccino per il #coronavirus: ""inizieremo, proprio questa settimana, a testarlo sull’uomo""  #vaccinocoronavirus #vaccinocovid19 #covidー19  link",A952
8,1,0,1,1,"coronavirus, ""vaccino tra un anno, ci sarà vera e propria lotta"" link",A616
314,1,0,1,1,di maio: «ora un’alleanza internazionale per mettere a punto il vaccino» link,A762
346,1,0,1,1,"cos’è il vaccino anti pneumococco? a cosa serve e quando farlo? composizione e modalità di ...rischi, controindicazioni e risultati. il vaccino anti pneumococco è il vaccino che serve a prevenire le infezioni da streptococcus pneumoniae (o pneumococco). link",A729
348,1,0,1,1,"bill gates: ""la pago io la produzione del vaccino di oxford"" link",A542
505,1,0,1,1,"coronavirus nel mondo, trump: ""vicini a un vaccino"". in brasile altro giorno nero: quasi 1.300 morti link",A611
579,1,0,1,1,"il bundestag tedesco ieri ha approvato una legge che stabilisce l'obbligo del vaccino contro il morbillo come condizione per iscrivere i bambini all'asilo nido. il 65 per cento ha votato s�, in 105 si sono astenuti. unico ad aver votato contro � il partito alleato della lega: afd",A907
649,1,0,1,1,"queste sono parole di chiarezza, ci vuole tanto a capire? il futuro secondo il virologo andrea crisanti (il vaccino non è certo) link",A1199
701,1,0,1,1,coronavirus: al via la sperimentazione di un vaccino su una donna di 45 anni - altraeta link,A699
20,1,0,1,1,coronavirus: il medical center dell’università di pittsburgh ha sviluppato un primo potenziale vaccino link,A710
85,1,0,1,1,"buonasera, oggi all  conferenza stampa della protezione civile, parlavano di un vaccino quasi imminente.. potrebbe avere relazioni con questo medicinale. interessante anche la teoria sulla morte dei piu' giovani user link",A553
131,1,0,1,1,"la stampa: una società farmaceutica usa: vicini al vaccino, pronti a fare i test sull’uomo. link  tramite user",A1021
156,1,0,1,1,"teniamo conto i due vaccini al momento in sperimentazione clinica, sono nella fase 1 (la fase clinica è composta da 3 fasi).  nel caso di moderna therapeutics, ad esempio, solo questa prima fase dovrebbe terminare a giugno 2021.  10/19  link",A1276
183,1,0,1,1,"#coronavirus, si fa più vicina la possibilità di un #vaccino. l'azienda #biotech usa moderna avvia la sperimentazione clinica su un piccolo numero di persone. la cina avvia i test sugli animali, l'australia ha concluso la sperimentazione in laboratorio. link",A384
27,1,0,1,1,non è l'attesa del vaccino essa stessa il #vaccino ? link,A1114
52,1,0,1,1,bill gates finanzia la creazione di un vaccino per il coronavirus link,A541
